Question#,Recode,InstrumentVariableName,FinalDocName,ProcessingVariableLabel,Location,Length
ALT.531_20.000,,TP1CND01-TP1CND86,TP1CND20,Used first top therapy for: excessive use of alcohol or tobacco,707,1
ALT.531_21.000,,TP1CND01-TP1CND86,TP1CND21,Used first top therapy for: fatigue or lack of energy more than 3 days,708,1
ALT.531_22.000,,TP1CND01-TP1CND86,TP1CND22,Used first top therapy for: fever more than 1 day,709,1
ALT.531_23.000,,TP1CND01-TP1CND86,TP1CND23,Used first top therapy for: fibromyalgia,710,1
ALT.531_24.000,,TP1CND01-TP1CND86,TP1CND24,"Used first top therapy for: fracture, bone/joint injury",711,1
ALT.531_25.000,,TP1CND01-TP1CND86,TP1CND25,Used first top therapy for: gout,712,1
ALT.531_26.000,,TP1CND01-TP1CND86,TP1CND26,Used first top therapy for: gynecological problem,713,1
ALT.531_27.000,,TP1CND01-TP1CND86,TP1CND27,Used first top therapy for: hay fever,714,1
ALT.531_28.000,,TP1CND01-TP1CND86,TP1CND28,Used first top therapy for: head or chest cold,715,1
ALT.531_29.000,,TP1CND01-TP1CND86,TP1CND29,Used first top therapy for: hearing problem,716,1
ALT.531_30.000,,TP1CND01-TP1CND86,TP1CND30,"Used first top therapy for: heart condition or disease, other than coronary heart disease",717,1
ALT.531_31.000,,TP1CND01-TP1CND86,TP1CND31,Used first top therapy for: hernia,718,1
ALT.531_32.000,,TP1CND01-TP1CND86,TP1CND32,Used first top therapy for: hypertension,719,1
ALT.531_33.000,,TP1CND01-TP1CND86,TP1CND33,Used first top therapy for: infectious diseases or problems of the immune system,720,1
ALT.531_34.000,,TP1CND01-TP1CND86,TP1CND34,Used first top therapy for: influenza or pneumonia,721,1
ALT.531_35.000,,TP1CND01-TP1CND86,TP1CND35,Used first top therapy for: insomnia or trouble sleeping,722,1
ALT.531_36.000,,TP1CND01-TP1CND86,TP1CND36,Used first top therapy for: jaw pain,723,1
ALT.531_37.000,,TP1CND01-TP1CND86,TP1CND37,Used first top therapy for: joint pain or stiffness/other joint condition,724,1
ALT.531_38.000,,TP1CND01-TP1CND86,TP1CND38,"Used first top therapy for: knee problems (not arthritis, not joint injury)",725,1
ALT.531_39.000,,TP1CND01-TP1CND86,TP1CND39,Used first top therapy for: liver problem,726,1
ALT.531_40.000,,TP1CND01-TP1CND86,TP1CND40,Used first top therapy for: lungs/breathing problem,727,1
ALT.531_41.000,,TP1CND01-TP1CND86,TP1CND41,Used first top therapy for: lupus,728,1
ALT.531_42.000,,TP1CND01-TP1CND86,TP1CND42,Used first top therapy for: memory loss or loss of other cognitive function,729,1
ALT.531_43.000,,TP1CND01-TP1CND86,TP1CND43,Used first top therapy for: menopause,730,1
ALT.531_44.000,,TP1CND01-TP1CND86,TP1CND44,Used first top therapy for: menstrual problems,731,1
ALT.531_45.000,,TP1CND01-TP1CND86,TP1CND45,"Used first top therapy for: intellectual disability, also known as mental retardation",732,1
ALT.531_46.000,,TP1CND01-TP1CND86,TP1CND46,"Used first top therapy for: missing limbs (fingers, toes, or digits), amputee",733,1
ALT.531_47.000,,TP1CND01-TP1CND86,TP1CND47,Used first top therapy for: nausea and/or vomiting,734,1
ALT.531_48.000,,TP1CND01-TP1CND86,TP1CND48,Used first top therapy for: neurological problems,735,1
ALT.531_49.000,,TP1CND01-TP1CND86,TP1CND49,"Used first top therapy for: osteoporosis, tendinitis",736,1
ALT.531_50.000,,TP1CND01-TP1CND86,TP1CND50,"Used first top therapy for: allergies other than hay fever, respiratory, food,",737,1
ALT.531_51.000,,TP1CND01-TP1CND86,TP1CND51,Used first top therapy for: chronic pain,738,1
ALT.531_52.000,,TP1CND01-TP1CND86,TP1CND52,Used first top therapy for: other developmental problem,739,1
ALT.531_53.000,,TP1CND01-TP1CND86,TP1CND53,"Used first top therapy for: injury other than fracture, bone/joint injury",740,1
ALT.531_54.000,,TP1CND01-TP1CND86,TP1CND54,Used first top therapy for: mental health disorders,741,1
ALT.531_55.000,,TP1CND01-TP1CND86,TP1CND55,Used first top therapy for: muscle or bone pain,742,1
ALT.531_56.000,,TP1CND01-TP1CND86,TP1CND56,"Used first top therapy for: nerve damage, including carpal tunnel syndrome",743,1
ALT.531_57.000,,TP1CND01-TP1CND86,TP1CND57,Used first top therapy for: problems with being overweight,744,1
ALT.531_58.000,,TP1CND01-TP1CND86,TP1CND58,Used first top therapy for: phobia or fears,745,1
ALT.531_59.000,,TP1CND01-TP1CND86,TP1CND59,"Used first top therapy for: polio (myelitis), paralysis, para/quadriplegia",746,1
ALT.531_60.000,,TP1CND01-TP1CND86,TP1CND60,Used first top therapy for: poor circulation in legs,747,1
ALT.531_61.000,,TP1CND01-TP1CND86,TP1CND61,Used first top therapy for: prostate trouble or impotence,748,1
ALT.531_62.000,,TP1CND01-TP1CND86,TP1CND62,"Used first top therapy for: recurring headache, other than migraine",749,1
ALT.531_63.000,,TP1CND01-TP1CND86,TP1CND63,Used first top therapy for: respiratory allergy,750,1
ALT.531_64.000,,TP1CND01-TP1CND86,TP1CND64,Used first top therapy for: rheumatoid arthritis,751,1
ALT.531_65.000,,TP1CND01-TP1CND86,TP1CND65,Used first top therapy for: senility,752,1
ALT.531_66.000,,TP1CND01-TP1CND86,TP1CND66,Used first top therapy for: sinusitis,753,1
ALT.531_67.000,,TP1CND01-TP1CND86,TP1CND67,Used first top therapy for: eczema or any kind of skin allergy,754,1
ALT.531_68.000,,TP1CND01-TP1CND86,TP1CND68,"Used first top therapy for: skin problems, other than eczema or skin allergies",755,1
ALT.531_69.000,,TP1CND01-TP1CND86,TP1CND69,Used first top therapy for: sore throat other than strep or tonsillitis,756,1
ALT.531_70.000,,TP1CND01-TP1CND86,TP1CND70,Used first top therapy for: sprain or strain,757,1
ALT.531_71.000,,TP1CND01-TP1CND86,TP1CND71,Used first top therapy for: frequent stress,758,1
ALT.531_72.000,,TP1CND01-TP1CND86,TP1CND72,Used first top therapy for: strep throat or tonsillitis,759,1
ALT.531_73.000,,TP1CND01-TP1CND86,TP1CND73,"Used first top therapy for: substance abuse, other than alcohol or tobacco",760,1
ALT.531_74.000,,TP1CND01-TP1CND86,TP1CND74,Used first top therapy for: filled problem from AFLHCA_S1,761,1
ALT.531_75.000,,TP1CND01-TP1CND86,TP1CND75,Used first top therapy for: filled problem from AFLHCA_S2,762,1
ALT.531_76.000,,TP1CND01-TP1CND86,TP1CND76,Used first top therapy for: ulcer,763,1
ALT.531_77.000,,TP1CND01-TP1CND86,TP1CND77,Used first top therapy for: urinary problems,764,1
ALT.531_78.000,,TP1CND01-TP1CND86,TP1CND78,"Used first top therapy for: varicose veins, hemorrhoids",765,1
ALT.531_79.000,,TP1CND01-TP1CND86,TP1CND79,Used first top therapy for: vision problem,766,1
ALT.531_80.000,,TP1CND01-TP1CND86,TP1CND80,Used first top therapy for: weak or failing kidneys,767,1
ALT.531_81.000,,TP1CND01-TP1CND86,TP1CND81,Used first top therapy for: COPD,768,1
ALT.531_82.000,,TP1CND01-TP1CND86,TP1CND82,Used first top therapy for: back pain or problem,769,1
ALT.531_83.000,,TP1CND01-TP1CND86,TP1CND83,Used first top therapy for: Neck pain/problem,770,1
ALT.531_84.000,,TP1CND01-TP1CND86,TP1CND84,Used first top therapy for: severe headache or migraine,771,1
ALT.531_85.000,,TP1CND01-TP1CND86,TP1CND85,Used first top therapy for: stomach or intestinal illness,772,1
ALT.531_86.000,,TP1CND01-TP1CND86,TP1CND86,Used first top therapy for: other specify,773,1
ALT.531_87.000,RECODE,,TP1CND87,Used first top therapy for: condition not elsewhere classified,774,1
ALT.531_88.000,RECODE,,TP1CND88,Used first top therapy for: any cardiovascular condition,775,1
ALT.532_00.000,,TP1_CMST,TP1_CMST,Most important health problem for which first top therapy was used,776 - 777,2
ALT.533_00.000,,TP1_CHLP,TP1_CHLP,How much first top therapy helped address the health problem,778,1
ALT.534_00.000,,TP1_MTR1,TP1_MTR1,Received prescription medication for most important health condition treated by first top therapy,779,1
ALT.535_00.000,,TP1_MTR2,TP1_MTR2,Received over-the-counter medication for most important health condition treated by first top therapy,780,1
ALT.536_00.000,,TP1_MTR3,TP1_MTR3,Received surgery for most important health condition treated by first top therapy,781,1
ALT.537_00.000,,TP1_MTR4,TP1_MTR4,Received physical therapy for most important health condition treated by first top therapy,782,1
ALT.538_00.000,,TP1_MTR5,TP1_MTR5,Received mental health counseling for most important health condition treated by first top therapy,783,1
ALT.539_00.000,,TP1_RS1,TP1_RS1,Used/saw practitioner for first top therapy because: medical treatments were too expensive,784,1
ALT.540_00.000,,TP1_RS2,TP1_RS2,Used/saw practitioner for first top therapy because: therapy combined with medical treatment would help,785,1
ALT.541_00.000,,TP1_RS3,TP1_RS3,Used/saw practitioner for first top therapy because: medical treatments do not work for your specific health problem,786,1
ALT.542_00.000,,TP1_RS4,TP1_RS4,Used/saw practitioner for first top therapy because: medications cause side effects,787,1
ALT.543_00.000,,TP1_RS5,TP1_RS5,Used/saw practitioner for first top therapy because: it can be practiced/done on your own,788,1
ALT.544_00.000,,TP1_RS6,TP1_RS6,Used/saw practitioner for first top therapy because: it is natural,789,1
ALT.545_00.000,,TP1_RS7,TP1_RS7,"Used/saw practitioner for first top therapy because: it focuses on the whole person, mind, body, and spirit",790,1
ALT.546_00.000,,TP1_RS8,TP1_RS8,Used/saw practitioner for first top therapy because: it treats the cause and not just the symptoms,791,1
ALT.547_00.000,,TP1_RS9,TP1_RS9,Used/saw practitioner for first top therapy because: it was part of your upbringing,792,1
ALT.548_00.000,,TP1_REC1,TP1_REC1,Used/saw practitioner for first top therapy because it was recommended by: a medical doctor,793,1
ALT.549_00.000,,TP1_REC2,TP1_REC2,Used/saw practitioner for first top therapy because it was recommended by: a family member,794,1
ALT.550_00.000,,TP1_REC3,TP1_REC3,Used/saw practitioner for first top therapy because it was recommended by: a friend,795,1
ALT.551_00.000,,TP1_REC4,TP1_REC4,Used/saw practitioner for first top therapy because it was recommended by: a co-worker,796,1
ALT.552_00.000,,TP1_IMP,TP1_IMP,How important use of first top therapy was in maintaining health and well-being,797,1
ALT.553_00.000,,TP1_DS1,TP1_DS1,Told personal health care provider about use of first top therapy,798,1
ALT.554_00.000,,TP1_DS2,TP1_DS2,Didn't tell personal health care provider about use of first top therapy because: weren't using therapy at the time,799,1
ALT.555_00.000,,TP1_DS3,TP1_DS3,Didn't tell personal health care provider about use of first top therapy because: they discouraged use of therapy in the past,800,1
ALT.556_00.000,,TP1_DS4,TP1_DS4,Didn't tell personal health care provider about use of first top therapy because: worried they would discourage it,801,1
ALT.557_00.000,,TP1_DS5,TP1_DS5,Didn't tell personal health care provider about use of first top therapy because: concerned about a negative reaction,802,1
ALT.558_00.000,,TP1_DS6,TP1_DS6,Didn't tell personal health care provider about use of first top therapy because: didn't think they needed to know,803,1
ALT.559_00.000,,TP1_DS7,TP1_DS7,Didn't tell personal health care provider about use of first top therapy because: they didn't ask,804,1
ALT.560_00.000,,TP1_DS8,TP1_DS8,Didn't tell health care provider about use of first top therapy because: didn't think they knew as much about therapy as you do,805,1
ALT.561_00.000,,TP1_DS9,TP1_DS9,Didn't tell personal health care provider about use of first top therapy because: they didn't give you enough time to tell them,806,1
ALT.580_00.000,,TP1_INF1,TP1_INF1,Got information about first top therapy from: the internet,807,1
ALT.581_00.000,,TP1_INF2,TP1_INF2,"Got information about first top therapy from: books, magazines, or newspapers",808,1
ALT.582_00.000,,TP1_INF3,TP1_INF3,"Got information about first top therapy from: DVDs, videos, or CDs",809,1
ALT.583_00.000,,TP1_INF4,TP1_INF4,Got information about first top therapy from: television or radio,810,1
ALT.584_00.000,,TP1_INF5,TP1_INF5,Got information about first top therapy from: scientific articles,811,1
ALT.585_00.000,,TP1_INF6,TP1_INF6,Got information about first top therapy from: health food stores,812,1
ALT.595_00.000,,TP2_REA1,TP2_REA1,Used/saw practitioner for second top therapy: for general wellness or general disease prevention,813,1
ALT.596_00.000,,TP2_REA2,TP2_REA2,Used/saw practitioner for second top therapy: to improve energy,814,1
ALT.597_00.000,,TP2_REA3,TP2_REA3,Used/saw practitioner for second top therapy: to improve immune function,815,1
ALT.598_00.000,,TP2_REA4,TP2_REA4,Used/saw practitioner for second top therapy: to improve athletic or sports performance,816,1
ALT.599_00.000,,TP2_REA5,TP2_REA5,Used/saw practitioner for second top therapy: to improve memory or concentration,817,1
ALT.600_00.000,,TP2_MOT1,TP2_MOT1,Using/seeing practitioner for second top therapy was motivation to: eat healthier,818,1
ALT.601_00.000,,TP2_MOT2,TP2_MOT2,Using/seeing practitioner for second top therapy was motivation to: eat more organic foods,819,1
ALT.602_00.000,,TP2_MOT3,TP2_MOT3,Using/seeing practitioner for second top therapy was motivation to: cut back or stop drinking alcohol,820,1
ALT.603_00.000,,TP2_MOT4,TP2_MOT4,Using/seeing practitioner for second top therapy was motivation to: cut back or stop smoking cigarettes,821,1
ALT.604_00.000,,TP2_MOT5,TP2_MOT5,Using/seeing practitioner for second top therapy was motivation to: exercise more regularly,822,1
ALT.605_00.000,,TP2_OUT1,TP2_OUT1,Using/seeing practitioner for second top therapy: gave a sense of control over one's health,823,1
ALT.606_00.000,,TP2_OUT2,TP2_OUT2,Using/seeing practitioner for second top therapy led to: reduced stress level or relaxation,824,1
ALT.607_00.000,,TP2_OUT3,TP2_OUT3,Using/seeing practitioner for second top therapy led to: better sleep,825,1
ALT.608_00.000,,TP2_OUT4,TP2_OUT4,Using/seeing practitioner for second therapy led to: feeling better emotionally,826,1
ALT.609_00.000,,TP2_OUT5,TP2_OUT5,Using/seeing practitioner for second top therapy led to: made it easier to cope with health problems,827,1
ALT.610_00.000,,TP2_OUT6,TP2_OUT6,Using/seeing practitioner for second top therapy led to: improved overall health and feeling better,828,1
ALT.611_00.000,,TP2_OUT7,TP2_OUT7,Using/seeing practitioner for second top therapy led to: improved relationships with others,829,1
ALT.612_00.000,,TP2_OUT8,TP2_OUT8,Using/seeing practitioner for second top therapy led to: improved attendance at job or school,830,1
ALT.613_00.000,,TP2_MOST,TP2_MOST,Most important reason for using second top therapy,831 - 832,2
ALT.614_00.000,,TP2_HELP,TP2_HELP,How much second top therapy helped with the most important reason for its use,833,1
ALT.615_00.000,,TP2_TRET,TP2_TRET,Used second top therapy for specific health problem(s),834,1
ALT.616_01.000,,TP2CND01-TP2CND86,TP2CND01,Used second top therapy for: abdominal pain,835,1
ALT.616_02.000,,TP2CND01-TP2CND86,TP2CND02,Used second top therapy for: acid reflux or heartburn,836,1
ALT.616_03.000,,TP2CND01-TP2CND86,TP2CND03,"Used second top therapy for: feeling anxious, nervous, or worried",837,1
ALT.616_04.000,,TP2CND01-TP2CND86,TP2CND04,Used second top therapy for: asthma,838,1
ALT.616_05.000,,TP2CND01-TP2CND86,TP2CND05,Used second top therapy for: arthritis,839,1
ALT.616_06.000,,TP2CND01-TP2CND86,TP2CND06,Used second top therapy for: attention deficit disorder/hyperactivity,840,1
ALT.616_07.000,,TP2CND01-TP2CND86,TP2CND07,"Used second top therapy for: benign tumors, cysts",841,1
ALT.616_08.000,,TP2CND01-TP2CND86,TP2CND08,Used second top therapy for: bipolar disorder,842,1
ALT.616_09.000,,TP2CND01-TP2CND86,TP2CND09,Used second top therapy for: birth defect,843,1
ALT.616_10.000,,TP2CND01-TP2CND86,TP2CND10,Used second top therapy for: cancer,844,1
ALT.616_11.000,,TP2CND01-TP2CND86,TP2CND11,Used second top therapy for: high cholesterol,845,1
ALT.616_12.000,,TP2CND01-TP2CND86,TP2CND12,Used second top therapy for: chronic bronchitis,846,1
ALT.616_13.000,,TP2CND01-TP2CND86,TP2CND13,Used second top therapy for: circulation problems (other than in the legs),847,1
ALT.616_14.000,,TP2CND01-TP2CND86,TP2CND14,Used second top therapy for: coronary heart disease,848,1
ALT.616_15.000,,TP2CND01-TP2CND86,TP2CND15,Used second top therapy for: dental pain,849,1
ALT.616_16.000,,TP2CND01-TP2CND86,TP2CND16,Used second top therapy for: depression,850,1
ALT.616_17.000,,TP2CND01-TP2CND86,TP2CND17,Used second top therapy for: diabetes,851,1
ALT.616_18.000,,TP2CND01-TP2CND86,TP2CND18,Used second top therapy for: digestive allergy,852,1
ALT.616_19.000,,TP2CND01-TP2CND86,TP2CND19,Used second top therapy for: excessive sleepiness during the day,853,1
ALT.616_20.000,,TP2CND01-TP2CND86,TP2CND20,Used second top therapy for: excessive use of alcohol or tobacco,854,1
ALT.616_21.000,,TP2CND01-TP2CND86,TP2CND21,Used second top therapy for: fatigue or lack of energy more than 3 days,855,1
ALT.616_22.000,,TP2CND01-TP2CND86,TP2CND22,Used second top therapy for: fever more than 1 day,856,1
ALT.616_23.000,,TP2CND01-TP2CND86,TP2CND23,Used second top therapy for: fibromyalgia,857,1
ALT.616_24.000,,TP2CND01-TP2CND86,TP2CND24,"Used second top therapy for: fracture, bone/joint injury",858,1
ALT.616_25.000,,TP2CND01-TP2CND86,TP2CND25,Used second top therapy for: gout,859,1
ALT.616_26.000,,TP2CND01-TP2CND86,TP2CND26,Used second top therapy for: gynecological problem,860,1
ALT.616_27.000,,TP2CND01-TP2CND86,TP2CND27,Used second top therapy for: hay fever,861,1
ALT.616_28.000,,TP2CND01-TP2CND86,TP2CND28,Used second top therapy for: head or chest cold,862,1
ALT.616_29.000,,TP2CND01-TP2CND86,TP2CND29,Used second top therapy for: hearing problem,863,1
ALT.616_30.000,,TP2CND01-TP2CND86,TP2CND30,"Used second top therapy for: heart condition or disease, other than coronary heart disease",864,1
ALT.616_31.000,,TP2CND01-TP2CND86,TP2CND31,Used second top therapy for: hernia,865,1
ALT.616_32.000,,TP2CND01-TP2CND86,TP2CND32,Used second top therapy for: hypertension,866,1
ALT.616_33.000,,TP2CND01-TP2CND86,TP2CND33,Used second top therapy for: infectious diseases or problems of the immune system,867,1
ALT.616_34.000,,TP2CND01-TP2CND86,TP2CND34,Used second top therapy for: influenza or pneumonia,868,1
ALT.616_35.000,,TP2CND01-TP2CND86,TP2CND35,Used second top therapy for: insomnia or trouble sleeping,869,1
ALT.616_36.000,,TP2CND01-TP2CND86,TP2CND36,Used second top therapy for: jaw pain,870,1
ALT.616_37.000,,TP2CND01-TP2CND86,TP2CND37,Used second top therapy for: joint pain or stiffness/other joint condition,871,1
ALT.616_38.000,,TP2CND01-TP2CND86,TP2CND38,"Used second top therapy for: knee problems (not arthritis, not joint injury)",872,1
ALT.616_39.000,,TP2CND01-TP2CND86,TP2CND39,Used second top therapy for: liver problem,873,1
ALT.616_40.000,,TP2CND01-TP2CND86,TP2CND40,Used second top therapy for: lungs/breathing problem,874,1
ALT.616_41.000,,TP2CND01-TP2CND86,TP2CND41,Used second top therapy for: lupus,875,1
ALT.616_42.000,,TP2CND01-TP2CND86,TP2CND42,Used second top therapy for: memory loss or loss of other cognitive function,876,1
ALT.616_43.000,,TP2CND01-TP2CND86,TP2CND43,Used second top therapy for: menopause,877,1
ALT.616_44.000,,TP2CND01-TP2CND86,TP2CND44,Used second top therapy for: menstrual problems,878,1
ALT.616_45.000,,TP2CND01-TP2CND86,TP2CND45,"Used second top therapy for: intellectual disability, also known as mental retardation",879,1
ALT.616_46.000,,TP2CND01-TP2CND86,TP2CND46,"Used second top therapy for: missing limbs (fingers, toes, or digits), amputee",880,1
ALT.616_47.000,,TP2CND01-TP2CND86,TP2CND47,Used second top therapy for: nausea and/or vomiting,881,1
ALT.616_48.000,,TP2CND01-TP2CND86,TP2CND48,Used second top therapy for: neurological problems,882,1
ALT.616_49.000,,TP2CND01-TP2CND86,TP2CND49,"Used second top therapy for: osteoporosis, tendinitis",883,1
ALT.616_50.000,,TP2CND01-TP2CND86,TP2CND50,"Used second top therapy for: allergies other than hay fever, respiratory, food, digestive, or skin allergies",884,1
ALT.616_51.000,,TP2CND01-TP2CND86,TP2CND51,Used second top therapy for: chronic pain,885,1
ALT.616_52.000,,TP2CND01-TP2CND86,TP2CND52,Used second top therapy for: other developmental problem,886,1
ALT.616_53.000,,TP2CND01-TP2CND86,TP2CND53,"Used second top therapy for: injury other than fracture, bone/joint injury",887,1
ALT.616_54.000,,TP2CND01-TP2CND86,TP2CND54,Used second top therapy for: mental health disorders,888,1
ALT.616_55.000,,TP2CND01-TP2CND86,TP2CND55,Used second top therapy for: muscle or bone pain,889,1
ALT.616_56.000,,TP2CND01-TP2CND86,TP2CND56,"Used second top therapy for: nerve damage, including carpal tunnel syndrome",890,1
ALT.616_57.000,,TP2CND01-TP2CND86,TP2CND57,Used second top therapy for: problems with being overweight,891,1
ALT.616_58.000,,TP2CND01-TP2CND86,TP2CND58,Used second top therapy for: phobia or fears,892,1
ALT.616_59.000,,TP2CND01-TP2CND86,TP2CND59,"Used second top therapy for: polio (myelitis), paralysis, para/quadriplegia",893,1
ALT.616_60.000,,TP2CND01-TP2CND86,TP2CND60,Used second top therapy for: poor circulation in legs,894,1
ALT.616_61.000,,TP2CND01-TP2CND86,TP2CND61,Used second top therapy for: prostate trouble or impotence,895,1
ALT.616_62.000,,TP2CND01-TP2CND86,TP2CND62,"Used second top therapy for: recurring headache, other than migraine",896,1
ALT.616_63.000,,TP2CND01-TP2CND86,TP2CND63,Used second top therapy for: respiratory allergy,897,1
ALT.616_64.000,,TP2CND01-TP2CND86,TP2CND64,Used second top therapy for: rheumatoid arthritis,898,1
ALT.616_65.000,,TP2CND01-TP2CND86,TP2CND65,Used second top therapy for: senility,899,1
ALT.616_66.000,,TP2CND01-TP2CND86,TP2CND66,Used second top therapy for: sinusitis,900,1
ALT.616_67.000,,TP2CND01-TP2CND86,TP2CND67,Used second top therapy for: eczema or any kind of skin allergy,901,1
ALT.616_68.000,,TP2CND01-TP2CND86,TP2CND68,"Used second top therapy for: skin problems, other than eczema or skin allergies",902,1
ALT.616_69.000,,TP2CND01-TP2CND86,TP2CND69,Used second top therapy for: sore throat other than strep or tonsillitis,903,1
ALT.616_70.000,,TP2CND01-TP2CND86,TP2CND70,Used second top therapy for: sprain or strain,904,1
ALT.616_71.000,,TP2CND01-TP2CND86,TP2CND71,Used second top therapy for: frequent stress,905,1
ALT.616_72.000,,TP2CND01-TP2CND86,TP2CND72,Used second top therapy for: strep throat or tonsillitis,906,1
ALT.616_73.000,,TP2CND01-TP2CND86,TP2CND73,"Used second top therapy for: substance abuse, other than alcohol or tobacco",907,1
ALT.616_74.000,,TP2CND01-TP2CND86,TP2CND74,Used second top therapy for: filled problem from AFLHCA_S1,908,1
ALT.616_75.000,,TP2CND01-TP2CND86,TP2CND75,Used second top therapy for: filled problem from AFLHCA_S2,909,1
ALT.616_76.000,,TP2CND01-TP2CND86,TP2CND76,Used second top therapy for: ulcer,910,1
ALT.616_77.000,,TP2CND01-TP2CND86,TP2CND77,Used second top therapy for: urinary problems,911,1
ALT.616_78.000,,TP2CND01-TP2CND86,TP2CND78,"Used second top therapy for: varicose veins, hemorrhoids",912,1
ALT.616_79.000,,TP2CND01-TP2CND86,TP2CND79,Used second top therapy for: vision problem,913,1
ALT.616_80.000,,TP2CND01-TP2CND86,TP2CND80,Used second top therapy for: weak or failing kidneys,914,1
ALT.616_81.000,,TP2CND01-TP2CND86,TP2CND81,Used second top therapy for: COPD,915,1
ALT.616_82.000,,TP2CND01-TP2CND86,TP2CND82,Used second top therapy for: back pain or problem,916,1
ALT.616_83.000,,TP2CND01-TP2CND86,TP2CND83,Used second top therapy for: Neck pain/problem,917,1
ALT.616_84.000,,TP2CND01-TP2CND86,TP2CND84,Used second top therapy for: severe headache or migraine,918,1
ALT.616_85.000,,TP2CND01-TP2CND86,TP2CND85,Used second top therapy for: stomach or intestinal illness,919,1
ALT.616_86.000,,TP2CND01-TP2CND86,TP2CND86,Used second top therapy for: other specify,920,1
ALT.616_87.000,RECODE,RECODE,TP2CND87,Used second top therapy for: condition not elsewhere classified,921,1
ALT.616_88.000,RECODE,RECODE,TP2CND88,Used second top therapy for: any cardiovascular condition,922,1
ALT.617_00.000,,TP2_CMST,TP2_CMST,Most important health problem for which second top therapy was used,923 - 924,2
ALT.618_00.000,,TP2_CHLP,TP2_CHLP,How much second top therapy helped address the health problem,925,1
ALT.619_00.000,,TP2_MTR1,TP2_MTR1,Received prescription medication for most important health condition treated by second top therapy,926,1
ALT.620_00.000,,TP2_MTR2,TP2_MTR2,Received over-the-counter medication for most important health condition treated by second top therapy,927,1
ALT.621_00.000,,TP2_MTR3,TP2_MTR3,Received surgery for most important health condition treated by second top therapy,928,1
ALT.622_00.000,,TP2_MTR4,TP2_MTR4,Received physical therapy for most important health condition treated by second top therapy,929 930 931,1
ALT.623_00.000,,TP2_MTR5,TP2_MTR5,Received mental health counseling for most important health condition treated by second top therapy,930,1
ALT.624_00.000,,TP2_RS1,TP2_RS1,Used/saw practitioner for second top therapy because: medical treatments were too expensive,931,1
ALT.625_00.000,,TP2_RS2,TP2_RS2,Used/saw practitioner for second top therapy because: therapy combined with medical treatment would help,932,1
ALT.626_00.000,,TP2_RS3,TP2_RS3,Used/saw practitioner for second top therapy because: medical treatments do not work for your specific health problem,933,1
ALT.627_00.000,,TP2_RS4,TP2_RS4,Used/saw practitioner for second top therapy because: medications cause side effects,934,1
ALT.628_00.000,,TP2_RS5,TP2_RS5,Used/saw practitioner for second top therapy because: it can be practiced/done on your own,935,1
ALT.629_00.000,,TP2_RS6,TP2_RS6,Used/saw practitioner for second top therapy because: it is natural,936,1
ALT.630_00.000,,TP2_RS7,TP2_RS7,"Used/saw practitioner for second top therapy because: it focuses on the whole person, mind, body, and spirit",937,1
ALT.631_00.000,,TP2_RS8,TP2_RS8,Used/saw practitioner for second top therapy because: it treats the cause and not just the symptoms,938,1
ALT.632_00.000,,TP2_RS9,TP2_RS9,Used/saw practitioner for second top therapy because: it was part of your upbringing,939,1
ALT.633_00.000,,TP2_REC1,TP2_REC1,Used/saw practitioner for second top therapy because it was recommended by: a medical doctor,940,1
ALT.634_00.000,,TP2_REC2,TP2_REC2,Used/saw practitioner for second top therapy because it was recommended by: a family member,941,1
ALT.635_00.000,,TP2_REC3,TP2_REC3,Used/saw practitioner for second top therapy because it was recommended by: a friend,942,1
ALT.636_00.000,,TP2_REC4,TP2_REC4,Used/saw practitioner for second top therapy because it was recommended by: a co-worker,943,1
ALT.637_00.000,,TP2_IMP,TP2_IMP,How important use of second top therapy was in maintaining health and wellbeing,943,1
ALT.638_00.000,,TP2_DS1,TP2_DS1,Told personal health care provider about use of second top therapy,945,1
ALT.639_00.000,,TP2_DS2,TP2_DS2,Didn't tell personal health care provider about use of second top therapy because: weren't using therapy at the time,946,1
ALT.640_00.000,,TP2_DS3,TP2_DS3,Didn't tell personal health care provider about use of second top therapy because: they discouraged use of therapy in the past,947,1
ALT.641_00.000,,TP2_DS4,TP2_DS4,Didn't tell personal health care provider about use of second top therapy because: worried they would discourage it,948,1
ALT.642_00.000,,TP2_DS5,TP2_DS5,Didn't tell personal health care provider about use of second top therapy because: concerned about a negative reaction,949,1
ALT.643_00.000,,TP2_DS6,TP2_DS6,Didn't tell personal health care provider about use of second top therapy because: didn't think they needed to know,950,1
ALT.644_00.000,,TP2_DS7,TP2_DS7,Didn't tell personal health care provider about use of second top therapy because: they didn't ask,951,1
ALT.645_00.000,,TP2_DS8,TP2_DS8,Didn't tell health care provider about use of second top therapy because didn't think they knew as much about therapy as you do,952,1
ALT.646_00.000,,TP2_DS9,TP2_DS9,Didn't tell personal health care provider about use of second top therapy because: they didn't give you enough time to tell them,953,1
ALT.675_00.000,,TP2_INF1,TP2_INF1,Got information about second top therapy from: the internet,954,1
ALT.676_00.000,,TP2_INF2,TP2_INF2,"Got information about second top therapy from: books, magazines, or newspapers",955,1
ALT.677_00.000,,TP2_INF3,TP2_INF3,"Got information about second top therapy from: DVDs, videos, or CDs",956,1
ALT.678_00.000,,TP2_INF4,TP2_INF4,Got information about second top therapy from: television or radio,957,1
